13.64,1.1
13.89,1.36
13.53,1.54
13.21,1.29
13.27,1.24
12.79,1.62
13.3,1.14
13.15,1.05
14.04,1.37
13,1.36
12.72,1.56
12.8,1.27
12.88,1.4
12.86,1.27
12.61,1.31
12.81,1.23
12.68,1.16
14.36,0.89
13.9,1.18
13.02,1.69
12.82,1.49
14.77,0.29
12.78,1.29
12.81,1.35
13.38,1.15
12.98,1.21
13.21,1.41
12.87,1.33
12.56,1.43
13.08,1.28
12.65,1.3
12.84,1.14
12.85,1.23
12.57,1.38
12.69,1.34
13.29,1.21
13.89,1.32
12.74,1.35
14.21,0.47
14.21,0.47
12.79,1.12
12.71,1.2
13.21,1.33
13.73,0.72
12.73,1.19
13.49,1.35
13.19,1.18
13.99,0.71
13.21,0.79
13.58,1.23
13.72,0.51
13.2,1.28
13.43,1.19
13.14,1.28
13.21,1.29
12.45,1.29
12.99,1.12
12.87,1.29
13.48,1.17
13.39,1.19
13.6,1.11
13.81,1.32
13.51,0.88
14.17,0.78
13.48,0.9
13.69,1.12
13.05,0.87
13.05,0.87
13.12,0.9
13.31,0.82
14.86,1.74
13.64,1.27
13.09,1.52
13.34,1.57
13.02,1.54
13.02,1.51
13.44,1.54
13,1.54
13.92,1.25
12.82,1.9
12.86,2.12
13.25,1.43
13.41,1.25
13.09,1.55
14.25,2.08
13.36,1.49
13.24,1.47
13.4,1.52
13.01,1.48
12.55,1.87
12.93,1.11
12.9,1.45
13.12,1.58
13.24,1.47
12.71,1.49
13.36,1.43
13.02,1.06
12.2,1.16
12.67,1.71
12.96,1.43
12.75,1.44
12.35,1.63
12.62,0.83
13.8,0.66
13.83,1.17
11.45,1.88
10.73,2.1
12.3,1
14.43,1
13.72,0.56
11.23,0.77
11.02,0.75
12.64,0.67
13.46,1.26
13.1,1.19
13.41,1.33
13.24,1.41
13.72,1.81
13.3,1.53
13.56,1.47
13.25,1.32
12.93,1.62
13.23,1.48
13.48,1.71
13.2,1.15
12.93,1.56
12.94,1.26
13.78,1.43
13.55,1.67
13.98,1.63
13.75,1.36
13.7,1.36
13.43,1.18
13.71,1.54
13.33,1.25
13.19,1.3
13,1.08
12.89,1.57
12.79,1.54
12.87,1.64
13.33,1.61
13.2,1.07
12.85,1.44
13,1.79
12.99,1.23
12.85,1.24
13.65,1.11
13.33,1.34
13.24,1.38
12.16,1.35
13.14,1.76
14.32,0.83
13.64,0.65
13.42,1.22
12.86,1.31
13.04,1.26
13.41,1.28
14.03,0.58
13.53,1.52
13.5,1.63
13.33,1.54
13.64,0.75
14.19,0.91
14.01,3.5
12.73,1.86
11.56,1.56
11.03,1.56
12.64,1.65
12.86,1.83
13.27,1.76
13.44,1.58
13.02,3.04
13,3.02
13.38,1.4
12.85,2.17
12.97,1.51
14,1.56
13.79,1.19
14.46,1.62
14.09,1.66
14.4,1.54
14.99,1.74
14.15,2.09
14.56,0.56
17.38,0.34
13.69,1.81
14.32,2.22
13.44,1.23
14.86,2.06
15.79,1.31
13.88,1.79
14.85,2.38
14.2,2.79
14.75,2
14.56,1.98
14.14,2.68
13.87,2.54
14.7,2.34
14.38,2.66
15.01,2.51
15.15,2.25
11.95,1.19
14.85,2.42
14.8,1.99
14.95,2.27
14.95,1.8
14.94,1.87
14.39,1.82
14.37,2.74
14.14,2.88
14.92,1.99
14.36,2.02
14.38,1.94
14.23,2.08
