0,0
0,10000
10000,0
10000,10000
1910,1910
1940,6940
6955,1955
7000,7150
2022,2000
2037,2000
2052,2000
2015,2015
2030,2015
2045,2015
2060,2015
2007,2030
2022,2030
2037,2030
2052,2030
2067,2030
2000,2045
2015,2045
2030,2045
2045,2045
2060,2045
2075,2045
2007,2060
2022,2060
2037,2060
2052,2060
2067,2060
2015,2075
2030,2075
2045,2075
2060,2075
2022,2090
2037,2090
2052,2090
2067,7000
2112,7000
2157,7000
2045,7045
2090,7045
2135,7045
2180,7045
2022,7090
2067,7090
2112,7090
2157,7090
2202,7090
2000,7135
2045,7135
2090,7135
2135,7135
2180,7135
2225,7135
2022,7180
2067,7180
2112,7180
2157,7180
2202,7180
2045,7225
2090,7225
2135,7225
2180,7225
2067,7270
2112,7270
2157,7270
7150,2000
7165,2000
7120,2015
7135,2015
7150,2015
7165,2015
7180,2015
7195,2015
7105,2030
7120,2030
7135,2030
7150,2030
7165,2030
7180,2030
7195,2030
7210,2030
7075,2045
7090,2045
7105,2045
7120,2045
7135,2045
7150,2045
7165,2045
7180,2045
7195,2045
7210,2045
7225,2045
7240,2045
7060,2060
7075,2060
7090,2060
7105,2060
7120,2060
7135,2060
7150,2060
7165,2060
7180,2060
7195,2060
7210,2060
7225,2060
7240,2060
7255,2060
7045,2075
7060,2075
7075,2075
7090,2075
7105,2075
7120,2075
7135,2075
7150,2075
7165,2075
7180,2075
7195,2075
7210,2075
7225,2075
7240,2075
7255,2075
7270,2075
7030,2090
7045,2090
7060,2090
7075,2090
7090,2090
7105,2090
7120,2090
7135,2090
7150,2090
7165,2090
7180,2090
7195,2090
7210,2090
7225,2090
7240,2090
7255,2090
7270,2090
7285,2090
7015,2105
7030,2105
7045,2105
7060,2105
7075,2105
7090,2105
7105,2105
7120,2105
7135,2105
7150,2105
7165,2105
7180,2105
7195,2105
7210,2105
7225,2105
7240,2105
7255,2105
7270,2105
7285,2105
7300,2105
7007,2120
7022,2120
7037,2120
7052,2120
7067,2120
7082,2120
7097,2120
7112,2120
7127,2120
7142,2120
7157,2120
7172,2120
7187,2120
7202,2120
7217,2120
7232,2120
7247,2120
7262,2120
7277,2120
7292,2120
7307,2120
7000,2135
7015,2135
7030,2135
7045,2135
7060,2135
7075,2135
7090,2135
7105,2135
7120,2135
7135,2135
7150,2135
7165,2135
7180,2135
7195,2135
7210,2135
7225,2135
7240,2135
7255,2135
7270,2135
7285,2135
7300,2135
7315,2135
7000,2150
7015,2150
7030,2150
7045,2150
7060,2150
7075,2150
7090,2150
7105,2150
7120,2150
7135,2150
7150,2150
7165,2150
7180,2150
7195,2150
7210,2150
7225,2150
7240,2150
7255,2150
7270,2150
7285,2150
7300,2150
7315,2150
7000,2165
7015,2165
7030,2165
7045,2165
7060,2165
7075,2165
7090,2165
7105,2165
7120,2165
7135,2165
7150,2165
7165,2165
7180,2165
7195,2165
7210,2165
7225,2165
7240,2165
7255,2165
7270,2165
7285,2165
7300,2165
7315,2165
7007,2180
7022,2180
7037,2180
7052,2180
7067,2180
7082,2180
7097,2180
7112,2180
7127,2180
7142,2180
7157,2180
7172,2180
7187,2180
7202,2180
7217,2180
7232,2180
7247,2180
7262,2180
7277,2180
7292,2180
7307,2180
7015,2195
7030,2195
7045,2195
7060,2195
7075,2195
7090,2195
7105,2195
7120,2195
7135,2195
7150,2195
7165,2195
7180,2195
7195,2195
7210,2195
7225,2195
7240,2195
7255,2195
7270,2195
7285,2195
7300,2195
7030,2210
7045,2210
7060,2210
7075,2210
7090,2210
7105,2210
7120,2210
7135,2210
7150,2210
7165,2210
7180,2210
7195,2210
7210,2210
7225,2210
7240,2210
7255,2210
7270,2210
7285,2210
7045,2225
7060,2225
7075,2225
7090,2225
7105,2225
7120,2225
7135,2225
7150,2225
7165,2225
7180,2225
7195,2225
7210,2225
7225,2225
7240,2225
7255,2225
7270,2225
7060,2240
7075,2240
7090,2240
7105,2240
7120,2240
7135,2240
7150,2240
7165,2240
7180,2240
7195,2240
7210,2240
7225,2240
7240,2240
7255,2240
7075,2255
7090,2255
7105,2255
7120,2255
7135,2255
7150,2255
7165,2255
7180,2255
7195,2255
7210,2255
7225,2255
7240,2255
7105,2270
7120,2270
7135,2270
7150,2270
7165,2270
7180,2270
7195,2270
7210,2270
7120,2285
7135,2285
7150,2285
7165,2285
7180,2285
7195,2285
7150,2300
7165,2300
7450,7000
7495,7000
7360,7045
7405,7045
7450,7045
7495,7045
7540,7045
7585,7045
7315,7090
7360,7090
7405,7090
7450,7090
7495,7090
7540,7090
7585,7090
7630,7090
7225,7135
7270,7135
7315,7135
7360,7135
7405,7135
7450,7135
7495,7135
7540,7135
7585,7135
7630,7135
7675,7135
7720,7135
7180,7180
7225,7180
7270,7180
7315,7180
7360,7180
7405,7180
7450,7180
7495,7180
7540,7180
7585,7180
7630,7180
7675,7180
7720,7180
7765,7180
7135,7225
7180,7225
7225,7225
7270,7225
7315,7225
7360,7225
7405,7225
7450,7225
7495,7225
7540,7225
7585,7225
7630,7225
7675,7225
7720,7225
7765,7225
7810,7225
7090,7270
7135,7270
7180,7270
7225,7270
7270,7270
7315,7270
7360,7270
